Area,Room,Price,Price(USD)
64,2,2100000000,70000
62,2,2200000000,73333.33
70,2,2500000000,83333.33
140,3,8000000000,266666.67
125,3,7100000000,236666.67
68,2,2100000000,70000
67,2,2200000000,73333.33
64,2,2050000000,68333.33
64,2,1500000000,50000
95,2,3900000000,130000
97,2,770000000,25666.67
136,3,4300000000,143333.33
70,1,2400000000,80000
85,2,1507000000,50233.33
105,2,950000000,31666.67
50,1,1900000000,63333.33
57,1,2750000000,91666.67
121,3,610000000,20333.33
95,2,3300000000,110000
65,2,2380000000,79333.33
100,2,2000000000,66666.67
128,3,3950000000,131666.67
93,2,6000000000,200000
75,2,1275000000,42500
133,4,4700000000,156666.67
100,2,4450000000,148333.33
140,3,4800000000,160000
92,2,3570000000,119000
120,2,4500000000,150000
45,1,1030000000,34333.33
130,2,6890000000,229666.67
95,2,2185000000,72833.33
150,3,10500000000,350000
72,2,1206000000,40200
60,1,3350000000,111666.67
190,3,12000000000,400000
125,2,9750000000,325000
90,2,3420000000,114000
105,2,4100000000,136666.67
90,2,2850000000,95000
102,2,5600000000,186666.67
50,1,1500000000,50000
66,2,2250000000,75000
125,3,8750000000,291666.67
132,3,2050000000,68333.33
103,2,4300000000,143333.33
270,5,13500000000,450000
130,2,4180000000,139333.33
77,2,2020000000,67333.33
71,1,2300000000,76666.67
160,3,8320000000,277333.33
110,2,3410000000,113666.67
75,2,1980000000,66000
75,2,2400000000,80000
85,2,4500000000,150000
225,3,15750000000,525000
130,3,8500000000,283333.33
73,2,1679000000,55966.67
95,2,5500000000,183333.33
250,4,35000000000,1166666.67
65,2,1750000000,58333.33
64,2,2090000000,69666.67
94,2,4130000000,137666.67
110,2,375000000,12500
105,2,550000000,18333.33
145,3,9000000000,300000
105,2,875000000,29166.67
120,2,12000000000,400000
100,2,3100000000,103333.33
115,2,3800000000,126666.67
100,2,3300000000,110000
63,1,1280000000,42666.67
55,1,1900000000,63333.33
220,3,15400000000,513333.33
123,3,3300000000,110000
81,2,1420000000,47333.33
130,3,2800000000,93333.33
108,2,7700000000,256666.67
135,3,2950000000,98333.33
82,2,3500000000,116666.67
120,2,4250000000,141666.67
303,3,30000000000,1000000
200,3,18000000000,600000
50,1,1850000000,61666.67
80,2,3550000000,118333.33
100,2,1100000000,36666.67
85,2,2380000000,79333.33
44,1,1390000000,46333.33
115,2,8200000000,273333.33
75,2,2930000000,97666.67
65,1,2220000000,74000
86,2,3480000000,116000
106,2,5700000000,190000
203,3,36000000000,1200000
92,2,2700000000,90000
62,1,2170000000,72333.33
92,2,6700000000,223333.33
180,3,9900000000,330000
85,2,3150000000,105000
60,1,3300000000,110000
100,2,3400000000,113333.33
100,2,5100000000,170000
121,2,7500000000,250000
63,1,5600000000,186666.67
98,2,4400000000,146666.67
67,2,3500000000,116666.67
87,2,2830000000,94333.33
115,3,5300000000,176666.67
49,1,2300000000,76666.67
40,0,650000000,21666.67
130,3,8000000000,266666.67
144,3,8000000000,266666.67
66,2,1585000000,52833.33
53,1,2430000000,81000
88,2,3400000000,113333.33
105,2,3900000000,130000
90,2,6560000000,218666.67
125,2,11250000000,375000
75,2,2150000000,71666.67
170,3,17000000000,566666.67
204,3,32640000000,1088000
95,2,3600000000,120000
54,1,500000000,16666.67
98,2,3220000000,107333.33
90,2,3600000000,120000
97,2,3800000000,126666.67
71,2,2530000000,84333.33
150,3,12000000000,400000
116,3,8100000000,270000
120,2,8600000000,286666.67
79,2,2400000000,80000
79,2,3100000000,103333.33
135,2,10000000000,333333.33
110,2,3950000000,131666.67
75,2,1890000000,63000
110,3,4700000000,156666.67
87,2,3800000000,126666.67
75,2,3750000000,125000
108,2,3950000000,131666.67
110,2,5700000000,190000
100,2,5100000000,170000
63,1,1280000000,42666.67
140,3,9200000000,306666.67
72,2,2113000000,70433.33
73,2,2108000000,70266.67
145,3,12325000000,410833.33
75,2,2385000000,79500
92,2,6300000000,210000
80,2,2220000000,74000
127,2,8890000000,296333.33
66,2,1585000000,52833.33
74,2,3920000000,130666.67
105,3,1260000000,42000
112,3,1400000000,46666.67
120,2,7500000000,250000
123,3,500000000,16666.67
140,3,10000000000,333333.33
63,1,3500000000,116666.67
56,1,1950000000,65000
105,2,4350000000,145000
97,2,5000000000,166666.67
140,3,9200000000,306666.67
60,2,1650000000,55000
100,2,500000000,16666.67
54,1,2000000000,66666.67
90,2,6000000000,200000
92,2,3950000000,131666.67
65,2,1900000000,63333.33
76,2,896000000,29866.67
72,2,2600000000,86666.67
135,3,11500000000,383333.33
54,1,2000000000,66666.67
87,2,500000000,16666.67
255,3,26000000000,866666.67
100,2,4300000000,143333.33
194,2,19845000000,661500
600,2,9150000000,305000
160,3,13500000000,450000
98,2,6958000000,231933.33
133,3,1600000000,53333.33
108,2,5616000000,187200
76,2,2800000000,93333.33
73,2,1230000000,41000
76,2,3150000000,105000
80,2,3680000000,122666.67
92,2,6600000000,220000
130,2,8500000000,283333.33
71,2,1640000000,54666.67
56,1,1900000000,63333.33
105,2,890000000,29666.67
110,2,3750000000,125000
93,2,4370000000,145666.67
179,3,9645000000,321500
100,2,6200000000,206666.67
110,3,5200000000,173333.33
98,2,4850000000,161666.67
101,2,5550000000,185000
105,2,800000000,26666.67
157,3,9850000000,328333.33
180,3,9900000000,330000
90,2,1620000000,54000
97,2,760000000,25333.33
120,3,1272000000,42400
303,4,48000000000,1600000
60,1,3250000000,108333.33
245,5,14500000000,483333.33
100,2,790000000,26333.33
185,3,10750000000,358333.33
62,2,3500000000,116666.67
79,2,2999000000,99966.67
400,5,56000000000,1866666.67
200,3,5000000000,166666.67
105,2,860000000,28666.67
128,3,5700000000,190000
115,3,6670000000,222333.33
377,4,31668000000,1055600
77,2,2400000000,80000
190,3,11400000000,380000
65,1,1880000000,62666.67
97,2,4700000000,156666.67
130,3,7800000000,260000
133,3,8600000000,286666.67
143,3,4400000000,146666.67
76,2,4150000000,138333.33
155,3,5000000000,166666.67
97,2,760000000,25333.33
96,2,4200000000,140000
190,3,14000000000,466666.67
147,3,9100000000,303333.33
85,2,2800000000,93333.33
76,2,3600000000,120000
103,2,7000000000,233333.33
194,3,19858000000,661933.33
95,2,6200000000,206666.67
79,2,3200000000,106666.67
83,2,705500000,23516.67
70,2,2500000000,83333.33
87,2,4600000000,153333.33
87,2,500000000,16666.67
84,3,1554000000,51800
91,2,3100000000,103333.33
145,2,12000000000,400000
68,2,2450000000,81666.67
127,3,5588000000,186266.67
68,1,3100000000,103333.33
105,2,539000000,17966.67
89,2,3190000000,106333.33
82,2,2600000000,86666.67
65,1,2250000000,75000
80,2,4900000000,163333.33
145,3,14500000000,483333.33
235,3,20000000000,666666.67
192,3,33490000000,1116333.33
160,3,13120000000,437333.33
160,3,18400000000,613333.33
106,2,800000000,26666.67
75,2,620000000,20666.67
100,2,800000000,26666.67
58,1,2850000000,95000
97,2,770000000,25666.67
44,1,790000000,26333.33
108,2,9000000000,300000
87,2,550000000,18333.33
231,3,43197000000,1439900
120,3,1750000000,58333.33
103,2,5700000000,190000
78,2,455000000,15166.67
85,2,7200000000,240000
195,3,19500000000,650000
142,3,5500000000,183333.33
90,2,1315000000,43833.33
85,2,7300000000,243333.33
350,4,80500000000,2683333.33
210,4,21000000000,700000
87,2,890000000,29666.67
85,2,4400000000,146666.67
92,2,3990000000,133000
90,2,4150000000,138333.33
87,2,3050000000,101666.67
108,2,3450000000,115000
85,2,3400000000,113333.33
68,2,2200000000,73333.33
138,2,17250000000,575000
78,2,210000000,7000
94,2,1712000000,57066.67
168,3,16000000000,533333.33
100,2,6200000000,206666.67
100,2,6300000000,210000
44,1,1030000000,34333.33
300,3,27000000000,900000
280,4,30800000000,1026666.67
65,2,2760000000,92000
180,3,13500000000,450000
176,2,2800000000,93333.33
83,2,3859000000,128633.33
300,4,37000000000,1233333.33
68,2,1380000000,46000
220,3,35000000000,1166666.67
140,3,1484000000,49466.67
290,4,36000000000,1200000
75,2,862500000,28750
133,3,8000000000,266666.67
87,2,5655000000,188500
60,2,1500000000,50000
110,2,535000000,17833.33
149,3,8642000000,288066.67
238,3,42840000000,1428000
90,2,3500000000,116666.67
100,2,1850000000,61666.67
94,2,4512000000,150400
80,2,3360000000,112000
55,2,1280000000,42666.67
114,3,6800000000,226666.67
75,2,1890000000,63000
146,3,7600000000,253333.33
70,2,2280000000,76000
86,2,4730000000,157666.67
69,1,2100000000,70000
60,1,3300000000,110000
101,2,3500000000,116666.67
97,2,2300000000,76666.67
105,2,3570000000,119000
110,2,12500000000,416666.67
75,2,2700000000,90000
110,2,6490000000,216333.33
149,3,9238000000,307933.33
105,2,5000000000,166666.67
110,2,3500000000,116666.67
69,2,1800000000,60000
190,3,13000000000,433333.33
160,2,8600000000,286666.67
67,2,2000000000,66666.67
121,2,5500000000,183333.33
105,2,7350000000,245000
83,2,2400000000,80000
62,1,1380000000,46000
55,1,1750000000,58333.33
88,2,2450000000,81666.67
86,2,3000000000,100000
62,1,2250000000,75000
65,1,3100000000,103333.33
135,2,14850000000,495000
226,4,17000000000,566666.67
70,2,2030000000,67666.67
85,1,7100000000,236666.67
170,3,9350000000,311666.67
170,3,14000000000,466666.67
574,5,60000000000,2000000
360,4,38000000000,1266666.67
120,2,7300000000,243333.33
120,3,6660000000,222000
97,2,2330000000,77666.67
150,3,11456000000,381866.67
140,2,10500000000,350000
85,2,3300000000,110000
240,3,46000000000,1533333.33
120,3,670000000,22333.33
100,2,4700000000,156666.67
105,3,3400000000,113333.33
75,2,2980000000,99333.33
51,1,1380000000,46000
89,2,4100000000,136666.67
130,3,10500000000,350000
140,2,10000000000,333333.33
100,2,5650000000,188333.33
290,3,37000000000,1233333.33
290,4,34000000000,1133333.33
200,3,35000000000,1166666.67
200,3,34800000000,1160000
450,3,3850000000,128333.33
37,1,355000000,11833.33
140,3,8900000000,296666.67
150,3,5400000000,180000
465,2,3300000000,110000
160,3,9800000000,326666.67
403,5,13000000000,433333.33
165,2,1200000000,40000
405,5,11000000000,366666.67
400,5,11000000000,366666.67
87,2,550000000,18333.33
88,2,3100000000,103333.33
145,3,9000000000,300000
86,2,2924000000,97466.67
350,3,1000000000,33333.33
200,3,12000000000,400000
115,3,12650000000,421666.67
90,2,7000000000,233333.33
107,3,6420000000,214000
84,2,2688000000,89600
112,2,480000000,16000
114,2,3690000000,123000
120,3,650000000,21666.67
113,2,3800000000,126666.67
84,2,3100000000,103333.33
45,1,1580000000,52666.67
53,1,1920000000,64000
155,2,1900000000,63333.33
56,1,2450000000,81666.67
67,2,2380000000,79333.33
79,2,2600000000,86666.67
65,1,4225000000,140833.33
113,2,1550000000,51666.67
54,1,3500000000,116666.67
170,3,15700000000,523333.33
42,1,1050000000,35000
160,3,910000000,30333.33
56,1,2850000000,95000
75,2,1000000000,33333.33
80,2,750000000,25000
41,1,2530000000,84333.33
117,2,1580000000,52666.67
88,2,5600000000,186666.67
114,2,6700000000,223333.33
75,2,735000000,24500
160,3,3000000000,100000
87,2,5600000000,186666.67
104,2,3400000000,113333.33
90,2,665000000,22166.67
120,2,1800000000,60000
88,2,760000000,25333.33
76,2,3000000000,100000
85,2,3600000000,120000
71,2,2600000000,86666.67
200,3,14950000000,498333.33
104,2,4200000000,140000
165,3,20000000000,666666.67
82,2,3800000000,126666.67
115,2,8300000000,276666.67
350,5,35000000000,1166666.67
106,2,4500000000,150000
40,1,880000000,29333.33
130,2,12000000000,400000
46,1,750000000,25000
121,2,4840000000,161333.33
80,2,1500000000,50000
154,3,4000000000,133333.33
60,1,1020000000,34000
68,2,2300000000,76666.67
89,2,1100000000,36666.67
70,2,1600000000,53333.33
45,1,1300000000,43333.33
113,2,5080000000,169333.33
85,2,4200000000,140000
42,1,975000000,32500
108,2,4300000000,143333.33
82,2,2900000000,96666.67
76,2,4250000000,141666.67
68,2,2200000000,73333.33
79,2,3250000000,108333.33
71,2,2700000000,90000
73,2,3550000000,118333.33
89,2,1610000000,53666.67
85,2,2750000000,91666.67
96,2,3950000000,131666.67
95,2,1200000000,40000
60,2,2050000000,68333.33
88,2,485000000,16166.67
145,3,1450000000,48333.33
75,2,250000000,8333.33
145,3,7850000000,261666.67
105,3,2910000000,97000
100,2,2000000000,66666.67
67,2,2120000000,70666.67
78,2,2250000000,75000
125,2,12500000000,416666.67
91,2,3350000000,111666.67
195,3,19000000000,633333.33
87,2,585000000,19500
99,2,4200000000,140000
113,2,5100000000,170000
100,2,4300000000,143333.33
200,3,24000000000,800000
106,2,560000000,18666.67
105,2,3750000000,125000
228,3,20292000000,676400
75,2,3650000000,121666.67
84,3,3050000000,101666.67
90,2,3150000000,105000
66,2,1580000000,52666.67
130,3,7800000000,260000
101,2,4700000000,156666.67
103,2,3220000000,107333.33
60,2,1450000000,48333.33
123,2,360000000,12000
70,2,2700000000,90000
177,3,21700000000,723333.33
230,3,22000000000,733333.33
105,2,540000000,18000
87,2,810000000,27000
104,2,590000000,19666.67
105,2,555000000,18500
310,3,45500000000,1516666.67
108,2,4550000000,151666.67
105,2,540000000,18000
75,2,2750000000,91666.67
108,2,4130000000,137666.67
105,2,550000000,18333.33
116,2,5050000000,168333.33
43,1,1800000000,60000
64,2,920000000,30666.67
48,1,1048000000,34933.33
134,3,1100000000,36666.67
134,3,1100000000,36666.67
100,2,650000000,21666.67
230,3,20700000000,690000
238,3,46900000000,1563333.33
48,1,995000000,33166.67
270,5,14500000000,483333.33
105,2,1100000000,36666.67
105,2,550000000,18333.33
86,2,780000000,26000
130,3,6760000000,225333.33
87,2,960000000,32000
80,2,1200000000,40000
112,2,5600000000,186666.67
120,2,1800000000,60000
125,2,2100000000,70000
100,2,3100000000,103333.33
100,2,2600000000,86666.67
123,3,5600000000,186666.67
100,2,4000000000,133333.33
88,2,2980000000,99333.33
87,2,720000000,24000
66,2,1580000000,52666.67
85,2,730000000,24333.33
84,2,2600000000,86666.67
110,2,5700000000,190000
170,3,22100000000,736666.67
220,3,19800000000,660000
101,2,5500000000,183333.33
100,2,6800000000,226666.67
193,3,13000000000,433333.33
45,1,395000000,13166.67
86,2,2050000000,68333.33
138,3,1690000000,56333.33
100,2,2000000000,66666.67
55,1,4000000000,133333.33
100,2,8200000000,273333.33
108,2,3024000000,100800
94,2,8350000000,278333.33
101,2,8800000000,293333.33
101,2,8500000000,283333.33
99,1,8400000000,280000
97,2,7500000000,250000
8400000000,2,8700000000,290000
126,2,11500000000,383333.33
105,2,525000000,17500
101,2,3345000000,111500
100,2,8300000000,276666.67
90,2,990000000,33000
146,3,10800000000,360000
90,3,2550000000,85000
60,2,1680000000,56000
130,3,14300000000,476666.67
85,2,2700000000,90000
80,1,560000000,18666.67
132,3,9900000000,330000
115,2,4600000000,153333.33
70,2,1550000000,51666.67
145,3,3900000000,130000
88,2,2980000000,99333.33
54,1,830000000,27666.67
65,2,1650000000,55000
70,1,2000000000,66666.67
63,1,1380000000,46000
190,3,13000000000,433333.33
57,1,1200000000,40000
144,3,12000000000,400000
85,2,3450000000,115000
65,2,2000000000,66666.67
88,3,520000000,17333.33
74,2,4100000000,136666.67
76,2,365000000,12166.67
88,2,580000000,19333.33
49,1,2694000000,89800
287,5,57500000000,1916666.67
95,2,3900000000,130000
65,1,1690000000,56333.33
86,2,5580000000,186000
86,2,5500000000,183333.33
90,2,690000000,23000
62,2,3300000000,110000
157,3,13600000000,453333.33
90,2,690000000,23000
190,3,15500000000,516666.67
90,2,1315000000,43833.33
150,3,11000000000,366666.67
70,2,735000000,24500
91,2,3000000000,100000
155,3,14700000000,490000
245,3,21560000000,718666.67
120,2,5000000000,166666.67
150,2,13000000000,433333.33
65,2,2250000000,75000
106,2,3900000000,130000
100,2,8400000000,280000
125,2,11000000000,366666.67
57,1,1890000000,63000
160,3,16800000000,560000
43,1,1200000000,40000
115,3,3500000000,116666.67
80,2,2900000000,96666.67
93,2,4600000000,153333.33
65,2,2050000000,68333.33
90,2,3000000000,100000
200,2,2000000000,66666.67
135,3,9000000000,300000
63,2,1340000000,44666.67
53,1,1500000000,50000
50,1,810000000,27000
72,2,1615000000,53833.33
148,3,12500000000,416666.67
80,2,2480000000,82666.67
60,2,950000000,31666.67
102,2,9898000000,329933.33
95,2,5500000000,183333.33
83,2,1700000000,56666.67
95,2,8300000000,276666.67
83,2,2300000000,76666.67
60,1,875000000,29166.67
65,2,1400000000,46666.67
90,2,8200000000,273333.33
200,3,14000000000,466666.67
53,1,1420000000,47333.33
43,1,1250000000,41666.67
97,2,3880000000,129333.33
42,1,960000000,32000
120,2,3880000000,129333.33
97,2,3580000000,119333.33
97,2,3500000000,116666.67
90,2,3280000000,109333.33
97,2,3600000000,120000
90,2,3680000000,122666.67
198,3,13500000000,450000
929,5,80000000000,2666666.67
90,2,4680000000,156000
150,3,9400000000,313333.33
136,3,6200000000,206666.67
120,2,4100000000,136666.67
90,2,3520000000,117333.33
550,3,4500000000,150000
50,1,2500000000,83333.33
90,2,6000000000,200000
55,1,2300000000,76666.67
75,2,2350000000,78333.33
47,1,2100000000,70000
65,2,2250000000,75000
420,4,92400000000,3080000
124,3,5950000000,198333.33
86,2,4250000000,141666.67
70,1,3100000000,103333.33
181,3,13600000000,453333.33
68,2,2230000000,74333.33
85,2,1250000000,41666.67
67,2,2600000000,86666.67
72,1,4500000000,150000
145,3,6150000000,205000
116,2,9860000000,328666.67
65,1,2700000000,90000
125,2,9300000000,310000
143,3,11200000000,373333.33
150,3,14800000000,493333.33
88,2,2560000000,85333.33
380,4,50000000000,1666666.67
95,2,2990000000,99666.67
58,1,2850000000,95000
190,3,25000000000,833333.33
120,2,7700000000,256666.67
130,3,7500000000,250000
85,2,2800000000,93333.33
100,2,1100000000,36666.67
115,2,9500000000,316666.67
76,2,2480000000,82666.67
125,2,6000000000,200000
110,2,3900000000,130000
96,2,4150000000,138333.33
75,2,1250000000,41666.67
105,2,4300000000,143333.33
160,3,7000000000,233333.33
76,2,1800000000,60000
290,4,15950000000,531666.67
110,2,5550000000,185000
198,4,5200000000,173333.33
105,2,1930000000,64333.33
90,2,1098000000,36600
63,1,882000000,29400
100,2,3600000000,120000
117,3,1990000000,66333.33
91,2,1640000000,54666.67
60,1,780000000,26000
110,2,2530000000,84333.33
96,2,2990000000,99666.67
113,2,4300000000,143333.33
60,1,295000000,9833.33
74,2,2800000000,93333.33
155,3,9800000000,326666.67
125,2,3900000000,130000
49,1,3150000000,105000
148,3,12580000000,419333.33
134,3,2950000000,98333.33
90,2,3600000000,120000
110,1,4450000000,148333.33
115,2,5405000000,180166.67
90,2,5300000000,176666.67
95,2,4300000000,143333.33
105,2,750000000,25000
63,2,1638000000,54600
185,3,13000000000,433333.33
250,3,40000000000,1333333.33
88,2,3850000000,128333.33
95,2,4300000000,143333.33
108,2,6400000000,213333.33
90,2,3780000000,126000
160,3,9600000000,320000
78,2,425000000,14166.67
120,3,590000000,19666.67
158,3,11060000000,368666.67
56,1,2250000000,75000
155,3,13175000000,439166.67
100,2,5700000000,190000
182,3,11500000000,383333.33
63,2,2250000000,75000
60,1,875000000,29166.67
125,2,1030000000,34333.33
53,1,395000000,13166.67
150,3,9500000000,316666.67
62,2,2200000000,73333.33
113,2,6000000000,200000
93,2,650000000,21666.67
84,2,2150000000,71666.67
83,2,2200000000,73333.33
150,3,13000000000,433333.33
147,3,9600000000,320000
75,2,5500000000,183333.33
119,2,4700000000,156666.67
105,2,4800000000,160000
70,2,4830000000,161000
115,2,6300000000,210000
179,3,8055000000,268500
86,2,3600000000,120000
70,1,3650000000,121666.67
48,1,1750000000,58333.33
70,2,1250000000,41666.67
102,2,6120000000,204000
85,2,470000000,15666.67
72,2,2400000000,80000
120,2,1050000000,35000
180,3,14500000000,483333.33
138,3,9300000000,310000
87,2,960000000,32000
705,5,91000000000,3033333.33
200,3,16000000000,533333.33
87,2,570000000,19000
75,2,3350000000,111666.67
66,2,1580000000,52666.67
57,1,2900000000,96666.67
62,1,2650000000,88333.33
65,2,3100000000,103333.33
70,1,3300000000,110000
65,1,2800000000,93333.33
100,2,2800000000,93333.33
210,3,16400000000,546666.67
110,2,8900000000,296666.67
68,2,2900000000,96666.67
101,2,5555000000,185166.67
85,2,5000000000,166666.67
165,3,10500000000,350000
300,4,30000000000,1000000
245,3,19000000000,633333.33
105,2,1000000000,33333.33
135,2,8800000000,293333.33
130,3,9300000000,310000
83,2,4600000000,153333.33
60,1,4650000000,155000
52,1,2750000000,91666.67
60,2,2850000000,95000
60,2,2850000000,95000
70,2,3000000000,100000
140,3,11200000000,373333.33
120,2,6800000000,226666.67
62,1,510000000,17000
70,2,2600000000,86666.67
150,3,9500000000,316666.67
69,2,1850000000,61666.67
97,2,770000000,25666.67
70,1,2600000000,86666.67
100,2,2300000000,76666.67
75,2,2500000000,83333.33
103,2,3150000000,105000
85,2,2650000000,88333.33
150,3,10500000000,350000
66,2,4250000000,141666.67
106,2,800000000,26666.67
101,2,3300000000,110000
290,4,27000000000,900000
106,2,6000000000,200000
107,3,2970000000,99000
122,2,3900000000,130000
195,3,19500000000,650000
98,2,3200000000,106666.67
105,2,700000000,23333.33
98,2,770000000,25666.67
200,3,16000000000,533333.33
400,4,63000000000,2100000
110,2,8300000000,276666.67
95,2,2950000000,98333.33
60,1,2400000000,80000
76,2,345000000,11500
222,3,19800000000,660000
120,2,6000000000,200000
90,2,6000000000,200000
270,3,26500000000,883333.33
110,2,3580000000,119333.33
84,2,982000000,32733.33
76,2,870000000,29000
75,2,400000000,13333.33
170,4,3060000000,102000
92,2,930000000,31000
122,3,850000000,28333.33
170,3,7800000000,260000
147,3,8350000000,278333.33
47,1,850000000,28333.33
100,2,6000000000,200000
180,3,13500000000,450000
90,2,3150000000,105000
180,3,13500000000,450000
80,2,2550000000,85000
59,1,1600000000,53333.33
87,2,850000000,28333.33
50,1,1000000000,33333.33
123,3,7400000000,246666.67
56,1,2200000000,73333.33
105,2,945000000,31500
57,1,1750000000,58333.33
78,2,3500000000,116666.67
92,2,3880000000,129333.33
100,2,1050000000,35000
152,3,9800000000,326666.67
155,3,9000000000,300000
115,3,3870000000,129000
145,3,11000000000,366666.67
115,2,5400000000,180000
60,1,2190000000,73000
160,3,10200000000,340000
101,2,5150000000,171666.67
98,2,3600000000,120000
92,2,3870000000,129000
90,2,3880000000,129333.33
150,3,7200000000,240000
106,2,2960000000,98666.67
135,3,4200000000,140000
105,2,890000000,29666.67
209,3,13000000000,433333.33
115,2,3600000000,120000
110,2,3950000000,131666.67
90,2,3150000000,105000
190,3,24000000000,800000
54,1,2000000000,66666.67
133,3,13300000000,443333.33
200,3,27000000000,900000
220,3,33600000000,1120000
130,3,8700000000,290000
123,3,3450000000,115000
105,2,4100000000,136666.67
103,3,4128000000,137600
105,2,710000000,23666.67
161,3,6400000000,213333.33
115,3,1600000000,53333.33
85,2,3100000000,103333.33
50,2,1820000000,60666.67
160,3,6700000000,223333.33
232,3,23000000000,766666.67
98,2,3220000000,107333.33
117,2,3880000000,129333.33
77,2,3400000000,113333.33
100,2,3950000000,131666.67
85,2,2950000000,98333.33
145,3,11000000000,366666.67
127,3,4480000000,149333.33
79,2,2950000000,98333.33
120,2,11000000000,366666.67
173,3,11000000000,366666.67
195,3,17280000000,576000
66,2,2270000000,75666.67
100,2,8000000000,266666.67
140,3,11150000000,371666.67
93,2,1300000000,43333.33
80,2,4250000000,141666.67
119,2,5400000000,180000
100,2,6500000000,216666.67
115,2,3840000000,128000
52,1,3700000000,123333.33
136,3,1360000000,45333.33
95,2,5000000000,166666.67
83,3,3100000000,103333.33
100,2,1700000000,56666.67
70,2,2550000000,85000
73,2,2580000000,86000
70,2,2000000000,66666.67
105,2,500000000,16666.67
69,2,2050000000,68333.33
87,2,530000000,17666.67
66,1,720000000,24000
98,2,1000000000,33333.33
64,2,1980000000,66000
65,2,2000000000,66666.67
85,2,3350000000,111666.67
85,2,4500000000,150000
93,2,5600000000,186666.67
155,3,9000000000,300000
450,2,4500000000,150000
117,3,6800000000,226666.67
85,2,640000000,21333.33
500,4,20000000000,666666.67
900,3,8500000000,283333.33
60,1,875000000,29166.67
60,1,870000000,29000
58,2,1200000000,40000
118,2,960000000,32000
98,2,8700000000,290000
60,1,2100000000,70000
85,2,7400000000,246666.67
110,2,5000000000,166666.67
190,3,12000000000,400000
235,3,24000000000,800000
150,3,14500000000,483333.33
197,3,13300000000,443333.33
153,2,13300000000,443333.33
99,2,4900000000,163333.33
195,3,19900000000,663333.33
125,2,11600000000,386666.67
85,2,7300000000,243333.33
103,2,6640000000,221333.33
235,3,25500000000,850000
107,2,13200000000,440000
195,3,19500000000,650000
170,3,14500000000,483333.33
153,3,13000000000,433333.33
90,2,2650000000,88333.33
88,2,7600000000,253333.33
100,2,8500000000,283333.33
100,2,6500000000,216666.67
203,3,13800000000,460000
200,3,13300000000,443333.33
200,3,13700000000,456666.67
116,3,8000000000,266666.67
202,3,13300000000,443333.33
202,3,13200000000,440000
61,1,1318000000,43933.33
70,2,1550000000,51666.67
62,2,1400000000,46666.67
200,3,13300000000,443333.33
120,3,3950000000,131666.67
87,2,4780000000,159333.33
200,3,13400000000,446666.67
80,2,500000000,16666.67
202,3,13500000000,450000
57,1,1320000000,44000
202,3,13700000000,456666.67
84,2,2250000000,75000
202,3,14700000000,490000
93,2,5600000000,186666.67
85,2,8000000000,266666.67
100,2,7400000000,246666.67
153,2,10500000000,350000
122,3,8000000000,266666.67
150,2,10500000000,350000
56,2,1500000000,50000
150,2,10500000000,350000
202,3,14300000000,476666.67
201,3,14200000000,473333.33
140,3,2590000000,86333.33
200,3,14000000000,466666.67
67,2,1500000000,50000
86,2,7200000000,240000
120,3,3950000000,131666.67
84,2,7400000000,246666.67
86,2,3800000000,126666.67
85,2,7300000000,243333.33
67,2,2300000000,76666.67
90,2,4800000000,160000
83,2,7300000000,243333.33
70,2,1730000000,57666.67
88,2,1135200000,37840
167,3,11000000000,366666.67
100,2,650000000,21666.67
100,2,1000000000,33333.33
60,2,2300000000,76666.67
155,3,11000000000,366666.67
76,2,1850000000,61666.67
90,2,900000000,30000
65,1,535000000,17833.33
80,2,680000000,22666.67
135,2,8700000000,290000
94,2,950000000,31666.67
110,2,8200000000,273333.33
115,3,6900000000,230000
170,3,11200000000,373333.33
115,3,6900000000,230000
60,1,900000000,30000
105,2,5800000000,193333.33
61,2,1040000000,34666.67
100,2,6000000000,200000
145,3,4600000000,153333.33
87,2,479000000,15966.67
87,2,496000000,16533.33
115,3,6500000000,216666.67
85,2,690000000,23000
67,2,2280000000,76000
94,2,2280000000,76000
90,2,3200000000,106666.67
94,2,3000000000,100000
99,2,4150000000,138333.33
86,2,890000000,29666.67
60,2,2650000000,88333.33
58,1,3400000000,113333.33
76,2,2850000000,95000
57,1,2400000000,80000
81,2,3300000000,110000
112,3,3600000000,120000
75,2,3500000000,116666.67
153,3,7500000000,250000
95,2,5100000000,170000
101,2,6565000000,218833.33
40,0,165000000,5500
88,2,2860000000,95333.33
141,3,3810000000,127000
140,3,1790000000,59666.67
120,2,1530000000,51000
66,2,1000000000,33333.33
70,2,3500000000,116666.67
75,2,3000000000,100000
70,2,1800000000,60000
150,3,20000000000,666666.67
95,2,950000000,31666.67
65,2,1450000000,48333.33
88,3,475000000,15833.33
113,3,6000000000,200000
50,1,360000000,12000
45,1,1200000000,40000
53,1,1350000000,45000
100,2,1800000000,60000
50,1,500000000,16666.67
43,0,360000000,12000
85,2,765000000,25500
134,3,6400000000,213333.33
90,2,3000000000,100000
90,2,1260000000,42000
135,2,2200000000,73333.33
130,3,5850000000,195000
55,1,550000000,18333.33
200,5,12000000000,400000
107,2,800000000,26666.67
150,2,1270000000,42333.33
56,1,1200000000,40000
160,3,4500000000,150000
138,3,3584000000,119466.67
125,3,3750000000,125000
83,2,2510000000,83666.67
131,3,5850000000,195000
115,2,4870000000,162333.33
